SCHNO,FULLNAME,SCHNAME,ADDRESS,ZIPCODE,ZIPCODE2,City,State,PHONE,PRINCIPAL,Fax,Email,SCHLEVEL,MARKCYCLE,BEGGRADE,ENDGRADE,E,M,H,K8,CDS_COUNTY,CDS_DISTRICT,CDS_SCHOOL,SHORTNAME,NcesId,SchoolOpenClose,SchoolStartTime,SchoolEndTime,Zone,Charter
864,"UCSF Child Life School",,"1975 4th St",94158,,"San Francisco",CA,4154761000,,,,5,,PK,Unknown,N,N,N,N,38,10389,6069561,,09473,Y,1,1,,N
977,"Weill (Raphael) PreK EED OST",,"1501 O Farrell St",94115,,"San Francisco",CA,4157493548,"Kawaii, DarrenAnthony",,,1,,PK,PK,N,N,N,N,38,68478,0117515,,13244,Y,1,1,EE,N
199,"NPS - Alpline Academy - Mountain View Campus",,"1280 Whispering Horse Dr",84074,,Erda,UT,6196592854,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
720,"Metropolitan Arts & Technology HS Charter",,"0400 Mansell - Room 136 St",94134,,"SAN FRANCISCO",CA,4155505920,,4152061444,info@es-metro.org,4,,9,"5th YR Senior",N,N,Y,N,38,68478,0109769,,,Y,1,6,,Y
114,"NPS - Youth Care - Pine Ridge Academy",,"12595 S Minuteman Dr",84020,9541,Draper,UT,8015726989,,,Joshua.vineyard@youthcare.com,5,,6,"5th YR Senior",N,N,N,N,38,10389,0000001,,,Y,,,,N
033,"NPS - Arise Educational Center",,"1760 Caesar Chavez St",94124,1136,"San Francisco",CA,4156411878,,4156414082,info@riseinst.com,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
174,"NPS - La Cheim School, El Sobrante",,"4892 San Pablo Dam Rd",94803,,"El Sobrante",CA,5102432360,,,karen@lacheim.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
161,"NPS - The Help Group: Bridgeport",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
149,"NPS - Oak Grove School, Inc.",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
915,"Stockton (Commodore) EES",,"1 Trenton St",94108,,"San Francisco",CA,4152917932,"Yu, Jenny",,,1,3,TK,PK,N,N,N,N,38,68478,0117465,,13621,Y,1,1,EE,N
625,"Carver (Dr George W) ES",,"1360 Oakdale Ave",94124,,"San Francisco",CA,4153301540,"Manning, Makaela",4154677217,sch625@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6093496,,05616,Y,1,1,C3,N
884,"Sheridan TK (Closed)",,"431 Capitol Av",94112,,"San Francisco",CA,4154694743,"Edwards, Dina",,,,,,,N,N,N,N,38,68478,3868478,,05667,Y,,,,N
110,"NPS - Keith Thompson School",,"1850 San Benito St",95023,,Hollister,CA,8316362121,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
,"Virtual Academy",,"555 Franklin St",94102,,"San Francisco",CA,4152416000,,,olp@sfusd.edu,5,,,,N,N,N,N,38,68478,xxxxxxx,,,Y,0,6,,N
439,"Balboa HS",,"1000 Cayuga Ave",94112,,"San Francisco",CA,4154694090,"Arenson, Catherine",4154690859,sch439@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3830288,,05587,Y,0,16,HS1,N
760,"Revere (Paul) K-8",,"555 Tompkins Ave",94110,,"San Francisco",CA,4156955656,"Eaton, William",4156470878,sch760@sfusd.edu,6,7,K,8,N,N,N,Y,38,68478,6041487,,05654,Y,0,7,C4,N
661,"KIPP SF College Preparatory Charter",,"655 DeHaro St",94102,,"San Francisco",CA,4082346807,,,caroline.gifford@kippbayarea.org,4,,9,"5th YR Senior",N,N,Y,N,38,68478,0127530,,13410,Y,1,6,,Y
951,"Malcolm X Academy PreK",,"350 Harbor Rd",94124,,"San Francisco",CA,4156955950,"Fitzsimons, Matthew",,,1,,PK,PK,N,N,N,N,38,68478,6041586,,05669,Y,1,1,EE,N
809,"Creative Arts K-8 Charter",,"1601 Turk St",94115,,"San Francisco",CA,4157493509,,4157493437,info@creativeartscharter.org,6,,K,8,N,N,N,Y,38,68478,6112601,,03982,Y,0,7,,Y
160,"NPS - The Help Group: Summit View Westside/Westview",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
178,"NPS - Star View Academy","South Bay High","4025 W 226th St",90505,2340,Torrance,CA,3103734556,,,tchandler@starsinc.com,5,,K,Unknown,N,N,N,N,38,10389,0000001,"South Bay High",,Y,1,1,,N
130,"NPS - Bayhill High - Bay Area Educational Institute",,"1940 Virginia St",94709,,Berkeley,CA,5109840599,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
457,"C.A.R.E. Middle School",,,,,,,,"Lepe, Sylvia",,,5,6,6,8,N,N,N,N,38,10389,3830445,,10647,Y,0,6,MS,N
079,"NPS - STARS High","STARS High","545 Estudillo Av",94577,,"San Leandro",CA,5103529200,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,"STARS High",,Y,1,1,,N
176,"NPS - The Helix School",,"145 Lomita Dr",94941,1403,"Mill Valley",CA,4155695056,,,liz@thehelixschool.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
476,"Lee (Edwin and Anita) Newcomer ES",,"950 Clay St",94108,,"San Francisco",CA,4152917918,"Kwong, Lisa",4152917965,sch476@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6089569,,05596,Y,1,1,C2,N
159,"NPS - The Help Group: THG West",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
129,"NPS - Anova Center for Education, Sonoma",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
962,"Flynn (Leonard R) EED OST",,"3125 Cesar Chavez St",94110,,"San Francisco",CA,4156955782,"Ho, Penelope",,,1,,PK,PK,N,N,N,N,38,68478,6041347,,05640,Y,1,1,EE,N
072,"NPS - Aldea School",,"4002 Jefferson St",94558,,Napa,CA,7072248266,,7072248628,DGRIFFIN@ALDEAINC.ORG,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
571,"Washington (George) HS",,"600 32nd Ave",94121,,"San Francisco",CA,4157508400,"Schlauraff, John",4157508417,sch571@sfusd.edu,4,6,9,12,N,N,Y,N,38,68478,3839081,,05617,Y,0,12,HS1,N
676,"Lawton K-8",,"1570 31st Ave",94122,,"San Francisco",CA,4157592832,"Sedrakian, Armen",4157592842,sch676@sfusd.edu,6,7,TK,8,N,N,N,Y,38,68478,6041339,,05639,Y,0,9,C4,N
010,"NPS - Wellspring Education Services, Inc.",,"1543 Sunnyvale Ave",94597,,"Walnut Creek",CA,9252953080,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
827,"Special Education Private/Parochial",,"555 Franklin St",94102,,"San Francisco",CA,4152391192,,,,5,,TK,Unknown,N,N,N,N,38,10389,0000002,,,Y,1,1,,N
820,"Sheridan ES",,"431 Capitol Ave",94112,,"San Francisco",CA,4154694743,"Edwards, Dina",4154694089,sch820@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041560,,05667,Y,1,1,C5,N
154,"NPS - South Bay High School Inc.",,"4025 W 226th St",90505,2340,Torrance,CA,3103734556,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
169,"NPS - The Help Group: Bridgeport Vocational Center",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
953,"Serra (Junipero)  EED OST",,"625 Holly Park Cir",94110,,"San Francisco",CA,4156595922,"Loughridge, Danielle",,,1,,PK,PK,N,N,N,N,38,68478,6041289,,05636,Y,1,1,EE,N
742,"Downtown HS",,"693 Vermont St",94107,,"San Francisco",CA,4156955860,"Williams, Todd",4156955863,sch742@sfusd.edu,4,4,9,12,N,N,Y,N,38,68478,3830064,,05602,Y,0,11,HS2,N
892,"SF Court Woodside Learning Ctr",,"375 Woodside Ave",94127,,"San Francisco",CA,4157537792,"Lepe, Sylvia",4157537793,,4,6,6,12,N,N,Y,N,38,10389,3830361,,09270,Y,0,6,HS2,N
063,"NPS - North Valley Santa Rosa Campus","Santa Rosa Campus","3164 Condo Ct",95403,,"Santa Rosa",CA,7075232334,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,"Santa Rosa Campus",,Y,1,1,,N
107,"NPS - BOOST of Cypress School",,"70 Skyview Ter Apt C",94903,1845,"San Rafael",CA,7186400410,,,kbacon@ucpnb.org,5,,K,"5th YR Senior",N,N,N,N,38,10389,0000001,,,Y,,,,N
946,"Ortega (Jose) Prek",,"400 Sargent St",94132,,"San Francisco",CA,4154694726,"Antram, Paula",,,1,,PK,PK,N,N,N,N,38,68478,6041271,,05635,Y,1,1,EE,N
052,"NPS - Star Academy",,"4470 REDWOOD Hw",94903,1901,"San Rafael",CA,4154568727,,4154562092,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
947,"Jefferson EED OST",,"1325 18th Ave",94122,,"San Francisco",CA,4157592795,"Lin, Mary",,,1,,PK,PK,N,N,N,N,38,68478,6041230,,05631,Y,1,1,EE,N
932,"Huerta (Dolores) Pre-K",,"65 Chenery St",94131,,"San Francisco",CA,4156955669,"Garnica, Edward",,,1,,Toddlers,3,N,N,N,N,38,68478,6040984,,05607,Y,1,1,EE,N
706,"Tenderloin Community TK (Closed)","Tenderloin Community","627 Turk St",94102,,"San Francisco",CA,4157493567,"Shattner, Anastasia",4157493643,,,,,,N,N,N,N,38,68478,3868478,"Tenderloin Community",07732,Y,,,,N
544,"Key (Francis Scott) ES",,"1530 43rd Ave",94122,,"San Francisco",CA,4157592811,"Page, Megan",4157592810,sch544@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041008,,05609,Y,1,1,C5,N
908,"Harte (Bret) PreK EED",,"950 Hollister Ave",94124,,"San Francisco",CA,4153301545,"Hilinski, Jeremy",,,1,,PK,PK,N,N,N,N,38,68478,6040760,,05591,Y,1,1,EE,N
551,"Five Keys Independence HS Charter","Five Keys","70 Oak Grove",94107,,"San Francisco",CA,4157343310,,4157343314,steveg@5keyscharter.org,4,,9,"5th YR Senior",N,N,Y,N,38,68478,0118141,"Five Keys",,Y,1,6,,Y
782,"Stevenson (Robert Louis) ES",,"2051 34th Ave",94116,,"San Francisco",CA,4157592837,"Lau-Yee, Diane",4157592844,sch782@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041529,,05660,Y,1,1,C5,N
879,"Serra (Junipero) Annex TK (Closed)",,"155 Appleton Av",94110,,"San Francisco",CA,,,,,,,,,N,N,N,N,38,68478,3868478,,05636,Y,,,C1,N
670,"Lakeshore ES",,"220 Middlefield Dr",94132,,"San Francisco",CA,4157592825,"Hartford, Matthew",4157538312,sch670@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041321,,05638,Y,1,1,C5,N
786,"Parks (Rosa) ES",,"1501 O Farrell St",94115,,"San Francisco",CA,4157493519,"Schmidt-Nojima, Laura",4157493610,sch786@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041503,,05658,Y,1,1,C2,N
899,"Central Enrollment",CentralEnroll,"555 Franklin St",94102,,"San Francisco",CA,4152416690,,,,2,,Infant,Unknown,Y,N,N,N,38,68478,,CentralEnroll,,Y,1,1,,N
045,"NPS - Wings Learning Center - Burlingame",,"1201 Main St",94063,,"Redwood City",CA,6503653250,,6503653267,DEJULIO@WINGSLEARNINGCENTER.ORG,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
986,"Spring Valley EED OST",,"1451 Jackson St",94109,,"San Francisco",CA,4157493590,"Loughridge, Danielle",,,1,,PK,PK,N,N,N,N,38,68478,6041594,,05670,Y,1,1,EE,N
678,"Leadership HS Charter (Closed)",,"0241 Oneida - Roon 301 Av",94134,,"San Francisco",CA,4158418910,,4158418925,,4,,9,"5th YR Senior",N,N,Y,N,38,10389,3830411,,,Y,1,6,,N
926,"Excelsior at Monroe EED OST",,"260 Madrid St",94112,,"San Francisco",CA,4154694771,"Tobin-Wallis, Anna",,,1,,PK,PK,N,N,N,N,38,68478,6041446,,05651,Y,1,1,EE,N
705,"Harte (Bret) TK (Closed)",,"1035 Gilman Av",94124,,"San Francisco",CA,4153301520,"Hilinski, Jeremy",4153301555,,,,,,N,N,N,N,38,68478,6040760,,05591,Y,,,,N
910,"Havard (Leola M) EES",,"1360 Oakdale Ave Rm 106",94124,,"San Francisco",CA,4156955660,"Burch, KamaelTenesia",,,1,,PK,PK,N,N,N,N,38,68478,0117564,,13585,Y,1,1,EE,N
722,"Miraloma ES",,"175 Omar Way",94127,,"San Francisco",CA,4154694734,"Thompson, Diane",4154694069,sch722@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041438,,05648,Y,1,1,C5,N
867,"Visitacion Valley ES",,"55 Schwerin St",94134,,"San Francisco",CA,4154694796,"Johnson, Cephus",4154694099,sch867@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041701,,05677,Y,1,1,C4,N
764,"Burton (Phillip and Sala) HS",,"400 Mansell St",94134,,"San Francisco",CA,4154694550,"Thomas, Suniqua",4152396806,sch764@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3830254,,08189,Y,0,10,HS1,N
157,"NPS - The Avalon Academy",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
842,"Sunnyside ES",,"250 Foerster St",94112,,"San Francisco",CA,4154694746,"Spoering, Sauntheri",4153343569,sch842@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6041610,,05672,Y,1,1,C5,N
883,"Carmichael (Bessie) TK (Closed)",,"375 7th St",94103,,"San Francisco",CA,4156158441,"Lagdamen, Tina",4153557683,,,,,,N,N,N,N,38,68478,6040752,,05590,Y,,,,N
651,"O'Connell (John) HS",,"2355 Folsom St",94110,,"San Francisco",CA,4156955370,"Ryan, Susan",4156955379,sch651@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3834769,,07350,Y,0,13,HS1,N
132,"NPS - Care Youth Corporation (Formerly Red Rock)",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
008,"NPS - Hergl",,"1570 Greenwich St",94123,,"San Francisco",CA,4154740191,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
876,"West Portal ES",,"5 Lenox Way",94127,,"San Francisco",CA,4157592846,"Wong, Henry",4152422526,sch876@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041727,,05679,Y,1,1,C5,N
478,"Clarendon ES",,"500 Clarendon Ave",94131,1113,"San Francisco",CA,4157592796,"Maloney, Carrie",4157592799,sch478@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6040828,,05666,Y,1,1,C5,N
634,"Lick (James) MS",,"1220 Noe St",94114,,"San Francisco",CA,4156955675,"Herrera, Kiara",4156955360,sch634@sfusd.edu,3,4,6,8,N,Y,N,N,38,68478,6062053,,05629,Y,0,8,MS,N
466,"Independence HS",,"1350 7th Ave",94122,,"San Francisco",CA,4152425000,"Klafter, Anastasia",4152422655,sch466@sfusd.edu,4,4,9,12,N,N,Y,N,38,68478,3830197,,07840,Y,0,21,HS2,N
171,"NPS - United Cerebral Palsy of the North Bay - Cypress School",,"3835 Cypress Dr Apt 103",94954,6965,Petaluma,CA,7077669990,,4154794363,lbriggin@ucpnb.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
858,"Brown Jr. (Willie) MS",WillieBrownMS,"2055 Silver Ave",94124,,"San Francisco",CA,4156428901,"Mouton-Fuentes, Malea",4156411120,sch858@sfusd.edu,3,13,6,8,N,Y,N,N,38,68478,0132241,WillieBrownMS,02774,Y,1,9,MS,N
039,"NPS - Spectrum Center Peninsula Campus",,"930 Oddstad Bl",94044,4400,Pacifica,CA,6503559800,,6503559801,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,09473,Y,1,1,,N
185,"NPS - Boulder Creek Academy",,"378 Emerson Ln",83605,,"Bonners Ferry",ID,2082677522,,,charla.suppe@uhsinc.com,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
735,"New Traditions ES",,"2049 Grove St",94117,,"San Francisco",CA,4157508490,"Quadros, Myra",4157508479,sch735@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6097919,,05652,Y,1,1,C3,N
616,"Hilltop HS",,"1325 Florida St",94110,,"San Francisco",CA,4156955603,"Rodriguez-Blea, Lili",4156955367,,5,6,6,"5th YR Senior",N,N,N,N,38,10389,3830395,,09472,Y,0,14,HS2,N
537,"Huerta (Dolores) ES",,"65 Chenery St",94131,,"San Francisco",CA,4156955669,"Garnica, Edward",4156955343,sch537@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6040984,,05607,Y,1,1,C1,N
691,"Longfellow ES",,"755 Morse St",94112,,"San Francisco",CA,4154694730,"Lee, Hector",4154694068,sch691@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041362,,05641,Y,1,1,C5,N
035,"NPS - Timothy Murphy School",MURPHY,"One Saint Vincent Dr",94903,4154,"San Rafael",CA,4154997616,,,debbiec@timothymurphyschool.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,MURPHY,,Y,1,1,,N
790,"Redding ES",,"1421 Pine St",94109,,"San Francisco",CA,4157493525,"Klein, Christine",4157493527,sch790@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041511,,05659,Y,1,1,C2,N
632,"Denman (James) MS",,"241 Oneida Ave",94112,,"San Francisco",CA,4154694535,"Ujiie, Jenny",4155858402,sch632@sfusd.edu,3,4,6,8,N,Y,N,N,38,68478,6059869,,05628,Y,1,8,MS,N
566,"Gateway MS Charter",,"2340 Jackson St",94115,,"San Francisco",CA,4159221001,,4159221055,,4,,6,8,N,N,Y,N,38,68478,0123265,,12800,Y,1,6,,Y
860,"Tule Elk Park TK (Closed)",,"2110 Greenwich St",94123,,"San Francisco",CA,4159205076,"Dominguez, Kathlene",,,,,,,N,N,N,N,38,68478,3868478,,12583,Y,,,EE,N
449,"Carmichael (Bessie) K-8",,"375 7th St",94103,,"San Francisco",CA,4156158441,"Bell, Rasheena",4153557683,sch449@sfusd.edu,6,7,TK,8,N,N,N,Y,38,68478,6040752,,05590,Y,1,9,C4,N
529,"Everett MS",,"450 Church St",94114,,"San Francisco",CA,4152416344,"Blacknell, Alicia",4155226729,sch529@sfusd.edu,3,4,6,8,N,Y,N,N,38,68478,6062038,,07842,Y,0,9,MS,N
697,"Lowell HS",,"1101 Eucalyptus Dr",94132,,"San Francisco",CA,4157592730,"Jones, Michael",4157592742,sch697@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3833407,,05643,Y,0,16,HS1,N
198,"NPS - Alpine Academy - Lake View Campus",,"1492 Meadowbrook Dr",84074,,Tooele,UT,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
137,"NPS - Devereux Cleo Wallace - Colorado",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
882,"Stevenson (Robert Louis) TK (Closed)","Stevenson (Robert Lo","2051 34th Av",94116,,"San Francisco",CA,,,,,,,,,N,N,N,N,38,68478,3868478,"Stevenson (Robert Lo",05660,Y,,,,N
201,"Special Education Assessment Request","PRE-K SPCH PARKS","1501 O Farrell St",94115,,"San Francisco",CA,4153401716,,,,5,,PK,Unknown,N,N,N,N,38,10389,6069561,"PRE-K SPCH PARKS",09473,Y,1,1,,N
163,"NPS - The Help Group: Village Glen",,"13130 Burbank Blvd",91401,,"Sherman Oaks",CA,8779435747,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
483,"SF Civic Center Secondary HS",,"727 Golden Gate Ave",94102,,"San Francisco",CA,4152413000,"Gonzalez, Angelina",4152416192,,4,6,9,"5th YR Senior",N,N,Y,N,38,10389,3830445,,10647,Y,0,9,HS2,N
145,"NPS - Lakemary Center, Inc - Paola, KS",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
030,"NPS - A Better Chance School","A Better Chance Sch","4138 LAKESIDE Dr",94806,,RICHMOND,CA,5102621500,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,"A Better Chance Sch",,Y,1,1,,N
895,"Rodriguez (Zaida T) TK (Closed)",,"421 Bartlett St",94110,,"San Francisco",CA,4156955844,,,,,,,,N,N,N,N,38,68478,3868478,,05649,Y,,,EE,N
015,"NPS - Oakes Children Center",,"1550 Treat Av",94110,,"San Francisco",CA,4156418000,,4156418002,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
488,"Sloat (Commodore) ES",,"50 Darien Way",94127,,"San Francisco",CA,4157592807,"Abdolcader, Fowzigiah",4157592843,sch488@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6040851,,05598,Y,1,1,C5,N
825,"Special Education PK",,"135 Van Ness Ave",94102,,"San Francisco",CA,4152391192,,,,5,,Infant,Unknown,N,N,N,N,38,10389,6069561,,09473,Y,1,1,,N
139,"NPS - Devereux Georgia Treatment Network",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
486,"Community Home Based Education",,"1350 7th Ave",94122,,"San Francisco",CA,4152416215,"Klafter, Anastasia",,,5,2,K,Unknown,N,N,N,N,38,10389,3830445,,10647,Y,0,9,,N
950,"McLaren (John) EES",,"2055 Sunnydale Ave",94134,,"San Francisco",CA,4154694519,"Tobin-Wallis, Anna",,,1,3,TK,PK,N,N,N,N,38,68478,0117531,,13456,Y,1,1,EE,N
845,"Argonne TK (Closed)",,"750 16th Av",94121,,"San Francisco",CA,,,,,,,,,N,N,N,N,38,68478,3868478,,05586,Y,,,C1,N
980,"Redding EED OST",,"1421 Pine St",94109,,"San Francisco",CA,4157493549,,,,1,,PK,PK,N,N,N,N,38,68478,6041511,,05659,Y,1,1,EE,N
146,"NPS - Logan River Academy, LLC - Logan, UT",,"1683 S Hwy 89/91",84321,,Logan,UT,8667558400,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
638,"Parker (Jean) ES",,"840 Broadway St",94133,,"San Francisco",CA,4152917990,"Saldana, Sara",4152917996,sch638@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041206,,05630,Y,1,1,C2,N
955,"Serra (Junipero) Annex EES",,"155 Appleton Ave",94110,,"San Francisco",CA,4159205138,"Loughridge, Danielle",,,1,3,TK,PK,N,N,N,N,38,68478,3868478,,05636,Y,1,1,EE,N
621,"SF International HS",,"655 De Haro St",94107,,"San Francisco",CA,4156955781,"Chan, Nicholas",4156955402,sch621@sfusd.edu,4,6,8,"5th YR Senior",N,N,Y,N,38,68478,0119875,,12494,Y,0,8,HS1,N
404,"Giannini (A.P.) MS",,"3151 Ortega St",94122,,"San Francisco",CA,4157592770,"Schoeman, Tai-Sun",4156648541,sch404@sfusd.edu,3,4,6,8,N,Y,N,N,38,68478,6059828,,05580,Y,0,6,MS,N
688,"Log Cabin Ranch HS Court School (CLOSED)",,"1 Log Cabin Ranch Rd",94010,,"La Honda",CA,4152416553,"Lanier, Chris",,,4,,8,"5th YR Senior",N,N,Y,N,38,10389,0000000,,09270,Y,0,7,HS,N
988,"Sutro EED OST",,"235 12th Ave",94118,,"San Francisco",CA,4157508524,"Nwankwo, Nkechi",,,1,,PK,PK,N,N,N,N,38,68478,6041644,,05674,Y,1,1,EE,N
017,"NPS - Sand Paths Academy",,"1218 S Van Ness Av",94110,,"San Francisco",CA,4158262662,,4158262680,SandPathsAcademy@cs.com,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
150,"NPS - Orion Academy",,"350 Rheem Blvd",94556,,Moraga,CA,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
188,"NPS - Charis Youth Center",,"714 W Main St",95945,6410,"Grass Valley",CA,5304779800,,,alisaw@charisyouthcenter.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
166,"NPS - The Help Group: Parkhill",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
723,"Moscone (George R) ES",,"2576 Harrison St",94110,,"San Francisco",CA,4156955736,"Twiest, Sarah",4156955341,sch723@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6099154,,05615,Y,1,1,C1,N
813,"18-22 Mild/Moderate Program",,"750 25th Ave",94121,,"San Francisco",CA,4153797656,,4157508563,,5,,K,Unknown,N,N,N,N,38,10389,6069561,,09473,Y,1,1,,N
862,"Ulloa ES",,"2650 42nd Ave",94116,,"San Francisco",CA,4157592841,"Jew, Meiquin",4157592845,,2,3,K,5,Y,N,N,N,38,68478,6041685,,05676,Y,1,1,C5,N
453,"Harte (Bret) ES",,"1035 Gilman Ave",94124,,"San Francisco",CA,4153301520,"Hilinski, Jeremy",4153301555,sch453@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6040760,,05591,Y,1,1,C3,N
127,"NPS - Moonridge Academy",,"9450 W 2400th S",84720,,"Cedar City",UT,4355869585,,,https://www.moonridgeacademy.com/Contact-Us,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
931,"King (Thomas Starr) PreK",,"1215 Carolina St",94107,,"San Francisco",CA,4156955797,"Martin, DarleneElizabeth",,,1,,PK,PK,N,N,N,N,38,68478,6041602,,05671,Y,1,1,EE,N
507,"Drew (Dr Charles) College Preparatory Academy ES",,"50 Pomona Ave",94124,,"San Francisco",CA,4153301526,"Franklin, Vidrale",4158229210,sch507@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6104673,,08191,Y,1,1,C3,N
142,"NPS - Raskob Day School & Learning Institute",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
725,"Mission HS",,"3750 18th St",94114,,"San Francisco",CA,4152416240,"Forero, Valerie",4156261641,sch725@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3834082,,05650,Y,0,10,HS1,N
521,"El Dorado ES",,"70 Delta St",94134,,"San Francisco",CA,4153301537,"Cordero, Silvia",4154672435,teach@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6040950,,05605,Y,1,1,C5,N
482,"SF Civic Center Secondary MS",,"727 Golden Gate Ave",94102,,"San Francisco",CA,4152413000,"Gonzalez, Angelina",4152416192,,3,4,6,8,N,Y,N,N,38,10389,3830445,,10647,Y,0,9,MS,N
905,"Drew (Dr Charles) EES",,"50 Pomona St",94124,,"San Francisco",CA,4153301546,"Franklin, Vidrale",,,1,,PK,PK,N,N,N,N,38,68478,6104673,,08191,Y,1,1,EE,N
084,"NPS - Cinnamon Hills Youth Crisis Center",,"770 E Saint George Bl",84770,,"St. George",UT,4356740984,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
832,"The Academy - SF @ McAteer HS",,"555 Portola Dr",94131,,"San Francisco",CA,4156955701,"Mack, Hollie",4156955326,sch832@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,0119958,,12526,Y,0,9,HS1,N
965,"Rodriguez (Zaida T) EES",,"421 Bartlett St",94110,,"San Francisco",CA,4156955844,"Keener, Lindsey",,,1,3,TK,PK,N,N,N,N,38,68478,6089585,,05649,Y,1,1,EE,N
